assembly_accession,organism_name,taxid,assembly_level,domain,phylum,class,order,family,genus,species,in_train,fna_path,gtf_path,genome_length,sequence_headers,num_sequences,category
GCF_000746565.1,Bordetella_bronchiseptica,518,Chromosome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000746565.1/GCF_000746565.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000746565.1/GCF_000746565.1_annotation.gtf.gz,5142886.0,NZ_CM002881.1,1.0,bacteria
GCF_029637705.1,Citricoccus_muralis,169134,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Citricoccus,Citricoccus muralis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029637705.1/GCF_029637705.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029637705.1/GCF_029637705.1_annotation.gtf.gz,3129675.0,NZ_CP121252.1,1.0,bacteria
GCF_023614255.1,Actinomadura_madurae,1993,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura madurae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_023614255.1/GCF_023614255.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_023614255.1/GCF_023614255.1_annotation.gtf.gz,10230156.0,NZ_CP094265.1,1.0,bacteria
GCF_028867705.1,Thermoleophilum_album,29539,Complete Genome,bacteria,Actinomycetota,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,Thermoleophilum,Thermoleophilum album,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_028867705.1/GCF_028867705.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_028867705.1/GCF_028867705.1_annotation.gtf.gz,2112804.0,NZ_CP066171.1,1.0,bacteria
GCF_000954195.1,Campylobacter_coli,195,Complete Genome,bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000954195.1/GCF_000954195.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000954195.1/GCF_000954195.1_annotation.gtf.gz,1732548.0,NZ_CP011015.1;NZ_CP011017.1;NZ_CP011016.1,3.0,bacteria
GCF_003096095.1,Dietzia_psychralcaliphila,139021,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,Dietzia psychralcaliphila,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003096095.1/GCF_003096095.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003096095.1/GCF_003096095.1_annotation.gtf.gz,3904836.0,NZ_CP015453.1;NZ_CP015454.1,2.0,bacteria
GCF_042033325.1,Sneathia_sanguinegens,40543,Complete Genome,bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia sanguinegens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_042033325.1/GCF_042033325.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_042033325.1/GCF_042033325.1_annotation.gtf.gz,1305941.0,NZ_CP160095.1,1.0,bacteria
GCF_001703515.1,Brochothrix_thermosphacta,2756,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001703515.1/GCF_001703515.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001703515.1/GCF_001703515.1_annotation.gtf.gz,2578375.0,NZ_CP016839.1;NZ_CP016840.1,2.0,bacteria
GCF_040409965.1,Paucilactobacillus_suebicus,152335,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus suebicus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_040409965.1/GCF_040409965.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_040409965.1/GCF_040409965.1_annotation.gtf.gz,2790832.0,NZ_CP158670.1;NZ_CP158671.1;NZ_CP158672.1;NZ_CP158673.1,4.0,bacteria
GCF_030062115.1,Wohlfahrtiimonas_chitiniclastica,400946,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Ignatzschineriaceae,Wohlfahrtiimonas,Wohlfahrtiimonas chitiniclastica,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030062115.1/GCF_030062115.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030062115.1/GCF_030062115.1_annotation.gtf.gz,2132017.0,NZ_CP115969.1;NZ_CP115970.1,2.0,bacteria
GCF_001542775.1,Microterricola_viridarii,412690,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microterricola,Microterricola viridarii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001542775.1/GCF_001542775.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001542775.1/GCF_001542775.1_annotation.gtf.gz,3689726.0,NZ_CP014145.1,1.0,bacteria
GCF_009496955.1,Fructilactobacillus_fructivorans,1614,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus fructivorans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009496955.1/GCF_009496955.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009496955.1/GCF_009496955.1_annotation.gtf.gz,1388767.0,NZ_CP045562.1,1.0,bacteria
GCF_013693775.1,Thiobacillus_sp.,924,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus sp.,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013693775.1/GCF_013693775.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013693775.1/GCF_013693775.1_annotation.gtf.gz,3548924.0,NZ_CP059257.1,1.0,bacteria
GCF_047345005.1,Labrys_okinawensis,346911,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Labrys,Labrys okinawensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_047345005.1/GCF_047345005.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_047345005.1/GCF_047345005.1_annotation.gtf.gz,7021699.0,NZ_CP178864.1,1.0,bacteria
GCF_032164335.1,Winslowiella_toletana,92490,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Winslowiella,Winslowiella toletana,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_032164335.1/GCF_032164335.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_032164335.1/GCF_032164335.1_annotation.gtf.gz,5014558.0,NZ_CP134152.1;NZ_CP134153.1,2.0,bacteria
GCF_000969315.2,Avibacterium_paragallinarum,728,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,Avibacterium paragallinarum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000969315.2/GCF_000969315.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000969315.2/GCF_000969315.2_annotation.gtf.gz,2532404.0,NZ_CP058307.1,1.0,bacteria
GCF_000934625.1,Lactobacillus_acidophilus,1579,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000934625.1/GCF_000934625.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000934625.1/GCF_000934625.1_annotation.gtf.gz,1991969.0,NZ_CP010432.1,1.0,bacteria
GCF_024362205.1,Exiguobacterium_aurantiacum,33987,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium aurantiacum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_024362205.1/GCF_024362205.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_024362205.1/GCF_024362205.1_annotation.gtf.gz,3154266.0,NZ_CP101462.1;NZ_CP101463.1,2.0,bacteria
GCF_000214175.1,Hoyosella_subflava_DQS3-9A1,443218,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Hoyosellaceae,Hoyosella,Hoyosella subflava DQS3-9A1,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000214175.1/GCF_000214175.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000214175.1/GCF_000214175.1_annotation.gtf.gz,4863490.0,NC_015564.1;NC_015560.1;NC_015561.1,3.0,bacteria
GCF_025152575.1,Subdoligranulum_variabile,214851,Complete Genome,bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum variabile,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025152575.1/GCF_025152575.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025152575.1/GCF_025152575.1_annotation.gtf.gz,3244954.0,NZ_CP102293.1,1.0,bacteria
GCF_003047205.1,Carboxydocella_thermautotrophica,178899,Complete Genome,bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,Carboxydocella thermautotrophica,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003047205.1/GCF_003047205.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003047205.1/GCF_003047205.1_annotation.gtf.gz,2678168.0,NZ_CP028491.1,1.0,bacteria
GCF_000025945.1,Desulfotalea_psychrophila_LSv54,177439,Complete Genome,bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila LSv54,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000025945.1/GCF_000025945.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000025945.1/GCF_000025945.1_annotation.gtf.gz,3659634.0,NC_006138.1;NC_006139.1;NC_006140.1,3.0,bacteria
GCF_013402795.1,Costertonia_aggregata,343403,Complete Genome,bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Costertonia,Costertonia aggregata,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013402795.1/GCF_013402795.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013402795.1/GCF_013402795.1_annotation.gtf.gz,3910334.0,NZ_CP058595.1,1.0,bacteria
GCF_900187035.1,Megamonas_hypermegale,158847,Complete Genome,bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900187035.1/GCF_900187035.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900187035.1/GCF_900187035.1_annotation.gtf.gz,2230342.0,NZ_LT906446.1,1.0,bacteria
GCF_002305875.1,Cystobacter_fuscus,43,Complete Genome,bacteria,Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Cystobacter,Cystobacter fuscus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002305875.1/GCF_002305875.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002305875.1/GCF_002305875.1_annotation.gtf.gz,12349744.0,NZ_CP022098.1,1.0,bacteria
GCF_019891395.1,Nitratireductor_kimnyeongensis,430679,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Nitratireductor,Nitratireductor kimnyeongensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019891395.1/GCF_019891395.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019891395.1/GCF_019891395.1_annotation.gtf.gz,4052255.0,NZ_CP078143.1;NZ_CP078144.1,2.0,bacteria
GCF_001971665.1,Methylorubrum_extorquens,408,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum extorquens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001971665.1/GCF_001971665.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001971665.1/GCF_001971665.1_annotation.gtf.gz,5654313.0,NZ_CP019322.1,1.0,bacteria
GCF_002158905.1,Yoonia_vestfoldensis,245188,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia vestfoldensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002158905.1/GCF_002158905.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002158905.1/GCF_002158905.1_annotation.gtf.gz,3987360.0,NZ_CP021431.1;NZ_CP021432.1;NZ_CP021433.1,3.0,bacteria
GCF_000008625.1,Aquifex_aeolicus_VF5,224324,Complete Genome,bacteria,Aquificota,Aquificia,Aquificales,Aquificaceae,Aquifex,Aquifex aeolicus VF5,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000008625.1/GCF_000008625.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000008625.1/GCF_000008625.1_annotation.gtf.gz,1590791.0,NC_000918.1;NC_001880.1,2.0,bacteria
GCF_000953275.1,Clostridioides_difficile,1496,Complete Genome,bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000953275.1/GCF_000953275.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000953275.1/GCF_000953275.1_annotation.gtf.gz,4293049.0,NZ_LN614756.1,1.0,bacteria
GCF_001315015.1,Azospirillum_brasilense,192,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001315015.1/GCF_001315015.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001315015.1/GCF_001315015.1_annotation.gtf.gz,6587527.0,NZ_CP012914.1;NZ_CP012915.1;NZ_CP012916.1;NZ_CP012917.1;NZ_CP012918.1;NZ_CP012919.1,6.0,bacteria
GCF_044758975.1,Methylosinus_sporium,428,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Methylosinus sporium,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_044758975.1/GCF_044758975.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_044758975.1/GCF_044758975.1_annotation.gtf.gz,4852742.0,NZ_CP172862.1;NZ_CP172863.1;NZ_CP172864.1;NZ_CP172865.1,4.0,bacteria
GCF_006968745.1,Brasilonema_sennae_CENA114,415709,Chromosome,bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Brasilonema,Brasilonema sennae CENA114,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_006968745.1/GCF_006968745.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_006968745.1/GCF_006968745.1_annotation.gtf.gz,8226398.0,NZ_CP030118.1;NZ_CP030119.1;NZ_CP030120.1,3.0,bacteria
GCF_030062055.1,Tritonibacter_mobilis,379347,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tritonibacter,Tritonibacter mobilis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030062055.1/GCF_030062055.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030062055.1/GCF_030062055.1_annotation.gtf.gz,4652190.0,NZ_CP110384.1;NZ_CP110385.1;NZ_CP110386.1;NZ_CP110387.1;NZ_CP110388.1,5.0,bacteria
GCF_046058965.1,Myxococcus_fulvus,33,Complete Genome,bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus fulvus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_046058965.1/GCF_046058965.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_046058965.1/GCF_046058965.1_annotation.gtf.gz,10772519.0,NZ_CP175551.1,1.0,bacteria
GCF_024206775.1,Loktanella_salsilacus,195913,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,Loktanella salsilacus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_024206775.1/GCF_024206775.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_024206775.1/GCF_024206775.1_annotation.gtf.gz,3987444.0,NZ_CP072991.1;NZ_CP072992.1;NZ_CP072993.1,3.0,bacteria
GCF_002237615.1,Qipengyuania_flava,192812,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania flava,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002237615.1/GCF_002237615.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002237615.1/GCF_002237615.1_annotation.gtf.gz,3184307.0,NZ_CP022528.1,1.0,bacteria
GCF_025150245.1,Dorea_formicigenerans,39486,Complete Genome,bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025150245.1/GCF_025150245.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025150245.1/GCF_025150245.1_annotation.gtf.gz,3188304.0,NZ_CP102279.1,1.0,bacteria
GCF_000317475.1,Oscillatoria_nigro-viridis_PCC_7112,179408,Complete Genome,bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Oscillatoria nigro-viridis PCC 7112,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000317475.1/GCF_000317475.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000317475.1/GCF_000317475.1_annotation.gtf.gz,8272254.0,NC_019729.1;NC_019763.1;NC_019730.1;NC_019731.1;NC_019764.1;NC_019732.1,6.0,bacteria
GCF_013377295.1,Phocoenobacter_skyensis,97481,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Phocoenobacter,Phocoenobacter skyensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013377295.1/GCF_013377295.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013377295.1/GCF_013377295.1_annotation.gtf.gz,2245511.0,NZ_CP016180.1,1.0,bacteria
GCF_039724765.1,Sagittula_stellata_E-37,388399,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sagittula,Sagittula stellata E-37,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_039724765.1/GCF_039724765.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_039724765.1/GCF_039724765.1_annotation.gtf.gz,5290610.0,NZ_CP155729.1;NZ_CP155730.1;NZ_CP155731.1;NZ_CP155732.1;NZ_CP155733.1,5.0,bacteria
GCF_900142895.1,Vreelandella_subglaciescola,29571,Chromosome,bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Vreelandella,Vreelandella subglaciescola,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900142895.1/GCF_900142895.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900142895.1/GCF_900142895.1_annotation.gtf.gz,3110197.0,NZ_LT670847.1,1.0,bacteria
GCF_000740985.1,Glaesserella_parasuis,738,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Glaesserella,Glaesserella parasuis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000740985.1/GCF_000740985.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000740985.1/GCF_000740985.1_annotation.gtf.gz,2265927.0,NZ_CP009158.1,1.0,bacteria
GCF_013372045.1,Janthinobacterium_lividum,29581,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium lividum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013372045.1/GCF_013372045.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013372045.1/GCF_013372045.1_annotation.gtf.gz,6373589.0,NZ_CP048832.1,1.0,bacteria
GCF_000018865.1,Chloroflexus_aurantiacus_J-10-fl,324602,Complete Genome,bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus aurantiacus J-10-fl,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000018865.1/GCF_000018865.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000018865.1/GCF_000018865.1_annotation.gtf.gz,5258541.0,NC_010175.1,1.0,bacteria
GCF_015034585.1,Thermobifida_fusca,2021,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Thermobifida,Thermobifida fusca,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_015034585.1/GCF_015034585.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_015034585.1/GCF_015034585.1_annotation.gtf.gz,3760927.0,NZ_CP063232.1,1.0,bacteria
GCF_001412545.1,Francisella_tularensis,263,Chromosome,bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001412545.1/GCF_001412545.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001412545.1/GCF_001412545.1_annotation.gtf.gz,1899676.0,NZ_CP012092.1,1.0,bacteria
GCF_002217795.2,Aquitalea_magnusonii,332411,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea magnusonii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002217795.2/GCF_002217795.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002217795.2/GCF_002217795.2_annotation.gtf.gz,4852135.0,NZ_AP018823.1,1.0,bacteria
GCF_034424545.1,Trinickia_caryophylli,28094,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,Trinickia caryophylli,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_034424545.1/GCF_034424545.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_034424545.1/GCF_034424545.1_annotation.gtf.gz,6589281.0,NZ_CP139970.1;NZ_CP139971.1,2.0,bacteria
